Year,Month,Region,County,Beneficiaries, Benefit Amounts (Dollars) 
2018,2,Central New York,Cayuga,"1,000","1,010,000"
2018,2,Western New York,Chautauqua,"1,600","1,490,000"
2018,2,Southern Tier,Chemung,800,"730,000"
2018,2,Southern Tier,Chenango,700,"810,000"
2018,2,North Country,Clinton,900,"940,000"
2018,2,Capital,Columbia,500,"590,000"
2018,2,Central New York,Cortland,800,"930,000"
2018,2,Southern Tier,Delaware,500,"540,000"
2018,2,Hudson Valley,Dutchess,"2,000","2,270,000"
2018,2,Western New York,Erie,"11,000","10,750,000"
2018,2,North Country,Essex,500,"480,000"
2018,2,North Country,Franklin,600,"630,000"
2018,2,Mohawk Valley,Fulton,700,"750,000"
2018,2,Finger Lakes,Genesee,900,"920,000"
2018,2,Capital,Greene,600,"570,000"
2018,2,North Country,Hamilton,100,"130,000"
2018,2,Mohawk Valley,Herkimer,"1,000","1,010,000"
2018,2,North Country,Jefferson,"1,800","1,710,000"
2018,2,New York City,Kings,"21,800","21,570,000"
2018,2,North Country,Lewis,500,"620,000"
2018,2,Finger Lakes,Livingston,900,"890,000"
2018,2,Central New York,Madison,"1,000","1,070,000"
2018,2,Finger Lakes,Monroe,"7,500","7,190,000"
2018,2,Mohawk Valley,Montgomery,"1,000","1,050,000"
2018,2,Long Island,Nassau,"11,000","11,500,000"
2018,2,New York City,New York,"13,300","14,430,000"
2018,2,Western New York,Niagara,"3,700","3,420,000"
2018,2,Mohawk Valley,Oneida,"2,400","2,370,000"
2018,2,Central New York,Onondaga,"4,300","4,320,000"
2018,2,Finger Lakes,Ontario,"1,300","1,410,000"
2018,2,Hudson Valley,Orange,"2,800","3,080,000"
2018,2,Finger Lakes,Orleans,600,"580,000"
2018,2,Central New York,Oswego,"1,900","1,980,000"
2018,2,Mohawk Valley,Otsego,800,"810,000"
2018,2,Out-of-State Resident,Out-of-State,"15,100","18,870,000"
2018,2,Hudson Valley,Putnam,800,"900,000"
2018,2,New York City,Queens,"17,300","17,640,000"
2018,2,Capital,Rensselaer,"1,700","1,820,000"
2018,2,New York City,Richmond,"3,700","3,600,000"
2018,2,Hudson Valley,Rockland,"2,100","2,060,000"
2018,2,Capital,Saratoga,"2,100","2,340,000"
2018,2,Capital,Schenectady,"1,700","1,770,000"
2018,2,Mohawk Valley,Schoharie,600,"590,000"
2018,2,Southern Tier,Schuyler,300,"350,000"
2018,2,Finger Lakes,Seneca,400,"390,000"
2018,2,Southern Tier,Steuben,"1,400","1,390,000"
2018,2,North Country,St. Lawrence,"1,400","1,360,000"
2018,2,Long Island,Suffolk,"17,100","18,020,000"
2018,2,Hudson Valley,Sullivan,800,"790,000"
2018,2,Southern Tier,Tioga,600,"640,000"
2018,2,Southern Tier,Tompkins,600,"610,000"
2018,2,Hudson Valley,Ulster,"1,600","1,730,000"
2018,2,Unknown Geography,Unknown,100,"140,000"
2018,2,Capital,Warren,"1,100","1,090,000"
2018,2,Capital,Washington,800,"810,000"
2018,2,Finger Lakes,Wayne,"1,200","1,280,000"
2018,2,Hudson Valley,Westchester,"7,200","7,720,000"
2018,2,Finger Lakes,Wyoming,800,"830,000"
2018,2,Finger Lakes,Yates,300,"280,000"
2018,1,Capital,Albany,"2,500","2,810,000"
2018,1,Western New York,Allegany,700,"770,000"
2018,1,New York City,Bronx,"17,200","17,780,000"
2018,1,Southern Tier,Broome,"2,400","2,770,000"
2018,1,Western New York,Cattaraugus,"1,400","1,620,000"
2018,1,Central New York,Cayuga,"1,100","1,210,000"
2018,1,Western New York,Chautauqua,"1,700","1,780,000"
2018,1,Southern Tier,Chemung,800,"880,000"
2018,1,Southern Tier,Chenango,800,"990,000"
2018,1,North Country,Clinton,"1,000","1,160,000"
2018,1,Capital,Columbia,600,"680,000"
2018,1,Central New York,Cortland,900,"1,170,000"
2018,1,Southern Tier,Delaware,600,"670,000"
2018,1,Hudson Valley,Dutchess,"2,400","2,780,000"
2018,1,Western New York,Erie,"12,100","13,130,000"
2018,1,North Country,Essex,500,"550,000"
2018,1,North Country,Franklin,700,"760,000"
2018,1,Mohawk Valley,Fulton,700,"870,000"
2018,1,Finger Lakes,Genesee,"1,000","1,150,000"
2018,1,Capital,Greene,600,"690,000"
2018,1,North Country,Hamilton,100,"150,000"
2018,1,Mohawk Valley,Herkimer,"1,500","1,460,000"
2018,1,North Country,Jefferson,"1,800","2,020,000"
2018,1,New York City,Kings,"24,300","26,430,000"
2018,1,North Country,Lewis,600,"740,000"
2018,1,Finger Lakes,Livingston,"1,000","1,130,000"
2018,1,Central New York,Madison,"1,100","1,330,000"
2018,1,Finger Lakes,Monroe,"8,100","8,600,000"
2018,1,Mohawk Valley,Montgomery,"1,100","1,260,000"
2018,1,Long Island,Nassau,"12,300","14,180,000"
2018,1,New York City,New York,"14,700","17,660,000"
2018,1,Western New York,Niagara,"4,100","4,280,000"
2018,1,Mohawk Valley,Oneida,"2,700","2,920,000"
2018,1,Central New York,Onondaga,"4,600","5,190,000"
2018,1,Finger Lakes,Ontario,"1,400","1,620,000"
2018,1,Hudson Valley,Orange,"3,600","3,810,000"
2018,1,Finger Lakes,Orleans,700,"740,000"
2018,1,Central New York,Oswego,"2,200","2,500,000"
2018,1,Mohawk Valley,Otsego,900,"1,040,000"
2018,1,Out-of-State Resident,Out-of-State,"16,800","23,210,000"
2018,1,Hudson Valley,Putnam,900,"1,110,000"
2018,1,New York City,Queens,"19,400","22,050,000"
2018,1,Capital,Rensselaer,"1,900","2,200,000"
2018,1,New York City,Richmond,"4,400","4,610,000"
2018,1,Hudson Valley,Rockland,"2,400","2,590,000"
2018,1,Capital,Saratoga,"2,200","2,660,000"
2018,1,Capital,Schenectady,"1,800","1,990,000"
2018,1,Mohawk Valley,Schoharie,600,"730,000"
2018,1,Southern Tier,Schuyler,300,"410,000"
2018,1,Finger Lakes,Seneca,400,"490,000"
2018,1,Southern Tier,Steuben,"1,400","1,640,000"
2018,1,North Country,St. Lawrence,"1,600","1,780,000"
2018,1,Long Island,Suffolk,"19,100","21,870,000"
2018,1,Hudson Valley,Sullivan,900,"990,000"
2018,1,Southern Tier,Tioga,600,"790,000"
2018,1,Southern Tier,Tompkins,700,"750,000"
2018,1,Hudson Valley,Ulster,"2,000","2,210,000"
2018,1,Unknown Geography,Unknown,100,"190,000"
2018,1,Capital,Warren,"1,200","1,300,000"
2018,1,Capital,Washington,800,"920,000"
2018,1,Finger Lakes,Wayne,"1,300","1,550,000"
2018,1,Hudson Valley,Westchester,"8,000","9,450,000"
2018,1,Finger Lakes,Wyoming,900,"1,030,000"
2018,1,Finger Lakes,Yates,300,"340,000"
2017,12,Capital,Albany,"1,900","1,800,000"
2017,12,Western New York,Allegany,500,"450,000"
2017,12,New York City,Bronx,"13,400","12,970,000"
2017,12,Southern Tier,Broome,"1,800","1,660,000"
2017,12,Western New York,Cattaraugus,"1,100","1,010,000"
2017,12,Central New York,Cayuga,700,"670,000"
2017,12,Western New York,Chautauqua,"1,400","1,190,000"
2017,12,Southern Tier,Chemung,600,"570,000"
2017,12,Southern Tier,Chenango,600,"620,000"
2017,12,North Country,Clinton,800,"650,000"
2017,12,Capital,Columbia,400,"390,000"
2017,12,Central New York,Cortland,700,"730,000"
2017,12,Southern Tier,Delaware,400,"350,000"
2017,12,Hudson Valley,Dutchess,"1,700","1,730,000"
2017,12,Western New York,Erie,"9,200","8,680,000"
2017,12,North Country,Essex,400,"340,000"
2017,12,North Country,Franklin,500,"470,000"
2017,12,Mohawk Valley,Fulton,500,"490,000"
2017,12,Finger Lakes,Genesee,800,"690,000"
2017,12,Capital,Greene,500,"420,000"
2017,12,North Country,Hamilton,100,"120,000"
2017,12,Mohawk Valley,Herkimer,800,"760,000"
2017,12,North Country,Jefferson,"1,400","1,280,000"
2017,12,New York City,Kings,"18,700","19,350,000"
2017,12,North Country,Lewis,400,"410,000"
2017,12,Finger Lakes,Livingston,700,"670,000"
2017,12,Central New York,Madison,800,"780,000"
2017,12,Finger Lakes,Monroe,"6,200","5,940,000"
2017,12,Mohawk Valley,Montgomery,700,"650,000"
2017,12,Long Island,Nassau,"8,400","9,170,000"
2017,12,New York City,New York,"12,400","13,460,000"
2017,12,Western New York,Niagara,"3,200","2,720,000"
2017,12,Mohawk Valley,Oneida,"2,100","1,830,000"
2017,12,Central New York,Onondaga,"3,600","3,390,000"
2017,12,Finger Lakes,Ontario,"1,100","1,020,000"
2017,12,Hudson Valley,Orange,"2,300","2,320,000"
2017,12,Finger Lakes,Orleans,500,"460,000"
2017,12,Central New York,Oswego,"1,600","1,520,000"
2017,12,Mohawk Valley,Otsego,700,"590,000"
2017,12,Out-of-State Resident,Out-of-State,"14,200","17,100,000"
2017,12,Hudson Valley,Putnam,600,"680,000"
2017,12,New York City,Queens,"14,700","15,590,000"
2017,12,Capital,Rensselaer,"1,300","1,290,000"
2017,12,New York City,Richmond,"3,000","3,050,000"
2017,12,Hudson Valley,Rockland,"1,600","1,700,000"
2017,12,Capital,Saratoga,"1,700","1,700,000"
2017,12,Capital,Schenectady,"1,300","1,250,000"
2017,12,Mohawk Valley,Schoharie,400,"330,000"
2017,12,Southern Tier,Schuyler,300,"270,000"
2017,12,Finger Lakes,Seneca,300,"290,000"
2017,12,Southern Tier,Steuben,"1,100","1,040,000"
2017,12,North Country,St. Lawrence,"1,200","1,030,000"
2017,12,Long Island,Suffolk,"12,100","12,980,000"
2017,12,Hudson Valley,Sullivan,700,"640,000"
2017,12,Southern Tier,Tioga,500,"450,000"
2017,12,Southern Tier,Tompkins,500,"480,000"
2017,12,Hudson Valley,Ulster,"1,300","1,250,000"
2017,12,Unknown Geography,Unknown,100,"110,000"
2017,12,Capital,Warren,900,"860,000"
2017,12,Capital,Washington,600,"520,000"
2017,12,Finger Lakes,Wayne,"1,000","970,000"
2017,12,Hudson Valley,Westchester,"5,900","6,320,000"
2017,12,Finger Lakes,Wyoming,700,"600,000"
2017,12,Finger Lakes,Yates,200,"220,000"
2017,11,Capital,Albany,"1,600","1,560,000"
2017,11,Western New York,Allegany,400,"350,000"
2017,11,New York City,Bronx,"13,100","13,080,000"
2017,11,Southern Tier,Broome,"1,400","1,170,000"
2017,11,Western New York,Cattaraugus,900,"720,000"
2017,11,Central New York,Cayuga,600,"540,000"
2017,11,Western New York,Chautauqua,"1,200","950,000"
2017,11,Southern Tier,Chemung,600,"470,000"
2017,11,Southern Tier,Chenango,600,"480,000"
2017,11,North Country,Clinton,600,"450,000"
2017,11,Capital,Columbia,300,"270,000"
2017,11,Central New York,Cortland,500,"510,000"
2017,11,Southern Tier,Delaware,300,"220,000"
2017,11,Hudson Valley,Dutchess,"1,500","1,600,000"
2017,11,Western New York,Erie,"7,800","7,040,000"
2017,11,North Country,Essex,300,"240,000"
2017,11,North Country,Franklin,400,"370,000"
2017,11,Mohawk Valley,Fulton,400,"390,000"
2017,11,Finger Lakes,Genesee,600,"550,000"
2017,11,Capital,Greene,400,"340,000"
2017,11,North Country,Hamilton,100,"100,000"
2017,11,Mohawk Valley,Herkimer,"1,000","630,000"
2017,11,North Country,Jefferson,"1,200","980,000"
2017,11,New York City,Kings,"18,600","19,770,000"
2017,11,North Country,Lewis,300,"270,000"
2017,11,Finger Lakes,Livingston,600,"460,000"
2017,11,Central New York,Madison,600,"490,000"
2017,11,Finger Lakes,Monroe,"5,800","5,210,000"
2017,11,Mohawk Valley,Montgomery,600,"480,000"
2017,11,Long Island,Nassau,"7,900","8,770,000"
2017,11,New York City,New York,"12,500","14,080,000"
2017,11,Western New York,Niagara,"2,500","1,990,000"
2017,11,Mohawk Valley,Oneida,"1,900","1,510,000"
2017,11,Central New York,Onondaga,"3,100","2,770,000"
2017,11,Finger Lakes,Ontario,800,"740,000"
2017,11,Hudson Valley,Orange,"2,200","2,110,000"
2017,11,Finger Lakes,Orleans,400,"340,000"
2017,11,Central New York,Oswego,"1,400","1,190,000"
2017,11,Mohawk Valley,Otsego,500,"390,000"
2017,11,Out-of-State Resident,Out-of-State,"13,400","16,770,000"
2017,11,Hudson Valley,Putnam,500,"620,000"
2017,11,New York City,Queens,"14,700","16,100,000"
2017,11,Capital,Rensselaer,"1,000","1,010,000"
2017,11,New York City,Richmond,"2,900","3,130,000"
2017,11,Hudson Valley,Rockland,"1,600","1,600,000"
2017,11,Capital,Saratoga,"1,300","1,360,000"
2017,11,Capital,Schenectady,"1,100","1,040,000"
2017,11,Mohawk Valley,Schoharie,200,"200,000"
2017,11,Southern Tier,Schuyler,200,"210,000"
2017,11,Finger Lakes,Seneca,200,"210,000"
2017,11,Southern Tier,Steuben,900,"870,000"
2017,11,North Country,St. Lawrence,"1,000","740,000"
2017,11,Long Island,Suffolk,"10,800","11,520,000"
2017,11,Hudson Valley,Sullivan,600,"500,000"
2017,11,Southern Tier,Tioga,400,"330,000"
2017,11,Southern Tier,Tompkins,400,"410,000"
2017,11,Hudson Valley,Ulster,"1,200","1,100,000"
2017,11,Unknown Geography,Unknown,100,"140,000"
2017,11,Capital,Warren,800,"620,000"
2017,11,Capital,Washington,400,"370,000"
2017,11,Finger Lakes,Wayne,800,"710,000"
2017,11,Hudson Valley,Westchester,"5,400","6,030,000"
2017,11,Finger Lakes,Wyoming,500,"430,000"
2017,11,Finger Lakes,Yates,200,"140,000"
2017,10,Capital,Albany,"1,400","1,620,000"
2017,10,Western New York,Allegany,200,"230,000"
2017,10,New York City,Bronx,"12,900","14,560,000"
2017,10,Southern Tier,Broome,"1,000","980,000"
2017,10,Western New York,Cattaraugus,600,"550,000"
2017,10,Central New York,Cayuga,400,"440,000"
2017,10,Western New York,Chautauqua,800,"670,000"
2017,10,Southern Tier,Chemung,400,"440,000"
2017,10,Southern Tier,Chenango,300,"330,000"
2017,10,North Country,Clinton,400,"420,000"
2017,10,Capital,Columbia,200,"250,000"
2017,10,Central New York,Cortland,300,"300,000"
2017,10,Southern Tier,Delaware,200,"190,000"
2017,10,Hudson Valley,Dutchess,"1,400","1,690,000"
2017,10,Western New York,Erie,"6,200","6,570,000"
2017,10,North Country,Essex,200,"140,000"
2017,10,North Country,Franklin,300,"270,000"
2017,10,Mohawk Valley,Fulton,300,"340,000"
2017,10,Finger Lakes,Genesee,400,"430,000"
2017,10,Capital,Greene,300,"290,000"
2017,10,North Country,Hamilton,100,"50,000"
2017,10,Mohawk Valley,Herkimer,500,"430,000"
2017,10,North Country,Jefferson,800,"760,000"
2017,10,New York City,Kings,"19,400","23,050,000"
2017,10,North Country,Lewis,200,"170,000"
2017,10,Finger Lakes,Livingston,400,"420,000"
2017,10,Central New York,Madison,400,"370,000"
2017,10,Finger Lakes,Monroe,"4,700","5,300,000"
2017,10,Mohawk Valley,Montgomery,400,"420,000"
2017,10,Long Island,Nassau,"7,700","9,830,000"
2017,10,New York City,New York,"13,000","16,140,000"
2017,10,Western New York,Niagara,"1,700","1,700,000"
2017,10,Mohawk Valley,Oneida,"1,400","1,320,000"
2017,10,Central New York,Onondaga,"2,500","2,780,000"
2017,10,Finger Lakes,Ontario,600,"620,000"
2017,10,Hudson Valley,Orange,"1,900","2,350,000"
2017,10,Finger Lakes,Orleans,300,"260,000"
2017,10,Central New York,Oswego,"1,000","1,090,000"
2017,10,Mohawk Valley,Otsego,300,"250,000"
2017,10,Out-of-State Resident,Out-of-State,"13,000","18,120,000"
2017,10,Hudson Valley,Putnam,500,"640,000"
2017,10,New York City,Queens,"15,100","18,720,000"
2017,10,Capital,Rensselaer,800,"970,000"
2017,10,New York City,Richmond,"3,100","3,720,000"
2017,10,Hudson Valley,Rockland,"1,400","1,760,000"
2017,10,Capital,Saratoga,"1,100","1,300,000"
2017,10,Capital,Schenectady,900,"1,080,000"
2017,10,Mohawk Valley,Schoharie,200,"150,000"
2017,10,Southern Tier,Schuyler,100,"140,000"
2017,10,Finger Lakes,Seneca,200,"160,000"
2017,10,Southern Tier,Steuben,700,"760,000"
2017,10,North Country,St. Lawrence,700,"600,000"
2017,10,Long Island,Suffolk,"9,200","11,190,000"
2017,10,Hudson Valley,Sullivan,400,"460,000"
2017,10,Southern Tier,Tioga,200,"260,000"
2017,10,Southern Tier,Tompkins,300,"360,000"
2017,10,Hudson Valley,Ulster,900,"1,060,000"
2017,10,Unknown Geography,Unknown,100,"150,000"
2017,10,Capital,Warren,400,"390,000"
2017,10,Capital,Washington,300,"310,000"
2017,10,Finger Lakes,Wayne,500,"620,000"
2017,10,Hudson Valley,Westchester,"5,200","6,610,000"
2017,10,Finger Lakes,Wyoming,300,"260,000"
2017,10,Finger Lakes,Yates,100,"100,000"
2017,9,Capital,Albany,"1,600","1,490,000"
2017,9,Western New York,Allegany,200,"210,000"
2017,9,New York City,Bronx,"16,000","13,740,000"
2017,9,Southern Tier,Broome,"1,000","840,000"
2017,9,Western New York,Cattaraugus,600,"440,000"
2017,9,Central New York,Cayuga,500,"380,000"
2017,9,Western New York,Chautauqua,800,"540,000"
2017,9,Southern Tier,Chemung,400,"390,000"
2017,9,Southern Tier,Chenango,300,"240,000"
2017,9,North Country,Clinton,400,"350,000"
2017,9,Capital,Columbia,200,"210,000"
2017,9,Central New York,Cortland,200,"190,000"
2017,9,Southern Tier,Delaware,200,"160,000"
2017,9,Hudson Valley,Dutchess,"1,500","1,510,000"
2017,9,Western New York,Erie,"7,500","6,110,000"
2017,9,North Country,Essex,100,"90,000"
2017,9,North Country,Franklin,300,"220,000"
2017,9,Mohawk Valley,Fulton,300,"280,000"
2017,9,Finger Lakes,Genesee,400,"310,000"
2017,9,Capital,Greene,300,"240,000"
2017,9,North Country,Hamilton,0,"20,000"
2017,9,Mohawk Valley,Herkimer,400,"310,000"
2017,9,North Country,Jefferson,600,"550,000"
2017,9,New York City,Kings,"23,400","21,740,000"
2017,9,North Country,Lewis,100,"130,000"
2017,9,Finger Lakes,Livingston,400,"290,000"
2017,9,Central New York,Madison,300,"310,000"
2017,9,Finger Lakes,Monroe,"5,600","4,900,000"
2017,9,Mohawk Valley,Montgomery,400,"370,000"
2017,9,Long Island,Nassau,"9,700","9,350,000"
2017,9,New York City,New York,"14,100","14,470,000"
2017,9,Western New York,Niagara,"2,300","1,640,000"
2017,9,Mohawk Valley,Oneida,"1,300","1,110,000"
2017,9,Central New York,Onondaga,"2,700","2,490,000"
2017,9,Finger Lakes,Ontario,500,"500,000"
2017,9,Hudson Valley,Orange,"2,500","2,090,000"
2017,9,Finger Lakes,Orleans,300,"240,000"
2017,9,Central New York,Oswego,"1,000","940,000"
2017,9,Mohawk Valley,Otsego,200,"190,000"
2017,9,Out-of-State Resident,Out-of-State,"13,000","15,920,000"
2017,9,Hudson Valley,Putnam,600,"620,000"
2017,9,New York City,Queens,"17,400","17,020,000"
2017,9,Capital,Rensselaer,"1,000","840,000"
2017,9,New York City,Richmond,"4,100","3,640,000"
2017,9,Hudson Valley,Rockland,"1,900","1,670,000"
2017,9,Capital,Saratoga,"1,100","1,120,000"
2017,9,Capital,Schenectady,"1,100","950,000"
2017,9,Mohawk Valley,Schoharie,100,"130,000"
2017,9,Southern Tier,Schuyler,100,"80,000"
2017,9,Finger Lakes,Seneca,200,"130,000"
2017,9,Southern Tier,Steuben,600,"590,000"
2017,9,North Country,St. Lawrence,600,"460,000"
2017,9,Long Island,Suffolk,"12,400","10,510,000"
2017,9,Hudson Valley,Sullivan,500,"390,000"
2017,9,Southern Tier,Tioga,200,"220,000"
2017,9,Southern Tier,Tompkins,300,"280,000"
2017,9,Hudson Valley,Ulster,"1,200","960,000"
2017,9,Unknown Geography,Unknown,100,"160,000"
2017,9,Capital,Warren,400,"310,000"
2017,9,Capital,Washington,300,"300,000"
2017,9,Finger Lakes,Wayne,600,"470,000"
2017,9,Hudson Valley,Westchester,"6,800","6,290,000"
2017,9,Finger Lakes,Wyoming,200,"190,000"
2017,9,Finger Lakes,Yates,100,"80,000"
2017,8,Capital,Albany,"1,900","1,930,000"
2017,8,Western New York,Allegany,300,"310,000"
2017,8,New York City,Bronx,"16,200","16,690,000"
2017,8,Southern Tier,Broome,"1,300","1,150,000"
2017,8,Western New York,Cattaraugus,600,"540,000"
2017,8,Central New York,Cayuga,600,"510,000"
2017,8,Western New York,Chautauqua,900,"700,000"
2017,8,Southern Tier,Chemung,500,"450,000"
2017,8,Southern Tier,Chenango,400,"340,000"
2017,8,North Country,Clinton,600,"540,000"
2017,8,Capital,Columbia,300,"270,000"
2017,8,Central New York,Cortland,300,"280,000"
2017,8,Southern Tier,Delaware,300,"260,000"
2017,8,Hudson Valley,Dutchess,"1,600","1,810,000"
2017,8,Western New York,Erie,"8,200","8,000,000"
2017,8,North Country,Essex,100,"150,000"
2017,8,North Country,Franklin,300,"290,000"
2017,8,Mohawk Valley,Fulton,300,"330,000"
2017,8,Finger Lakes,Genesee,400,"350,000"
2017,8,Capital,Greene,300,"330,000"
2017,8,North Country,Hamilton,0,"20,000"
2017,8,Mohawk Valley,Herkimer,400,"380,000"
2017,8,North Country,Jefferson,700,"720,000"
2017,8,New York City,Kings,"23,800","26,320,000"
2017,8,North Country,Lewis,200,"160,000"
2017,8,Finger Lakes,Livingston,500,"400,000"
2017,8,Central New York,Madison,400,"400,000"
2017,8,Finger Lakes,Monroe,"6,100","6,270,000"
2017,8,Mohawk Valley,Montgomery,500,"440,000"
2017,8,Long Island,Nassau,"10,200","12,020,000"
2017,8,New York City,New York,"14,400","16,980,000"
2017,8,Western New York,Niagara,"2,500","2,130,000"
2017,8,Mohawk Valley,Oneida,"1,500","1,360,000"
2017,8,Central New York,Onondaga,"2,900","3,030,000"
2017,8,Finger Lakes,Ontario,500,"520,000"
2017,8,Hudson Valley,Orange,"2,700","2,740,000"
2017,8,Finger Lakes,Orleans,400,"350,000"
2017,8,Central New York,Oswego,"1,000","1,080,000"
2017,8,Mohawk Valley,Otsego,400,"330,000"
2017,8,Out-of-State Resident,Out-of-State,"13,800","18,460,000"
2017,8,Hudson Valley,Putnam,600,"760,000"
2017,8,New York City,Queens,"17,700","20,130,000"
2017,8,Capital,Rensselaer,"1,200","1,150,000"
2017,8,New York City,Richmond,"4,200","4,680,000"
2017,8,Hudson Valley,Rockland,"1,900","2,080,000"
2017,8,Capital,Saratoga,"1,100","1,350,000"
2017,8,Capital,Schenectady,"1,100","1,190,000"
2017,8,Mohawk Valley,Schoharie,200,"200,000"
2017,8,Southern Tier,Schuyler,100,"100,000"
2017,8,Finger Lakes,Seneca,200,"170,000"
2017,8,Southern Tier,Steuben,600,"600,000"
2017,8,North Country,St. Lawrence,900,"780,000"
2017,8,Long Island,Suffolk,"13,400","15,280,000"
2017,8,Hudson Valley,Sullivan,500,"460,000"
2017,8,Southern Tier,Tioga,300,"250,000"
2017,8,Southern Tier,Tompkins,400,"370,000"
2017,8,Hudson Valley,Ulster,"1,300","1,290,000"
2017,8,Unknown Geography,Unknown,200,"190,000"
2017,8,Capital,Warren,400,"390,000"
2017,8,Capital,Washington,300,"340,000"
2017,8,Finger Lakes,Wayne,600,"640,000"
2017,8,Hudson Valley,Westchester,"7,100","8,030,000"
2017,8,Finger Lakes,Wyoming,300,"290,000"
2017,8,Finger Lakes,Yates,100,"80,000"
2017,7,Capital,Albany,"1,900","2,030,000"
2017,7,Western New York,Allegany,400,"380,000"
2017,7,New York City,Bronx,"16,200","16,710,000"
2017,7,Southern Tier,Broome,"1,400","1,290,000"
2017,7,Western New York,Cattaraugus,700,"630,000"
2017,7,Central New York,Cayuga,600,"600,000"
2017,7,Western New York,Chautauqua,900,"810,000"
2017,7,Southern Tier,Chemung,500,"520,000"
2017,7,Southern Tier,Chenango,400,"360,000"
2017,7,North Country,Clinton,600,"590,000"
2017,7,Capital,Columbia,300,"280,000"
2017,7,Central New York,Cortland,300,"340,000"
2017,7,Southern Tier,Delaware,300,"280,000"
2017,7,Hudson Valley,Dutchess,"1,700","1,890,000"
2017,7,Western New York,Erie,"8,500","8,360,000"
2017,7,North Country,Essex,200,"180,000"
2017,7,North Country,Franklin,300,"310,000"
2017,7,Mohawk Valley,Fulton,400,"360,000"
2017,7,Finger Lakes,Genesee,400,"400,000"
2017,7,Capital,Greene,400,"350,000"
2017,7,North Country,Hamilton,0,"10,000"
2017,7,Mohawk Valley,Herkimer,500,"460,000"
2017,7,North Country,Jefferson,800,"830,000"
2017,7,New York City,Kings,"23,500","25,670,000"
2017,7,North Country,Lewis,200,"200,000"
2017,7,Finger Lakes,Livingston,500,"440,000"
2017,7,Central New York,Madison,500,"460,000"
2017,7,Finger Lakes,Monroe,"6,200","6,460,000"
2017,7,Mohawk Valley,Montgomery,500,"490,000"
2017,7,Long Island,Nassau,"10,100","11,800,000"
2017,7,New York City,New York,"14,600","16,880,000"
2017,7,Western New York,Niagara,"2,500","2,220,000"
2017,7,Mohawk Valley,Oneida,"1,500","1,410,000"
2017,7,Central New York,Onondaga,"3,000","3,100,000"
2017,7,Finger Lakes,Ontario,600,"560,000"
2017,7,Hudson Valley,Orange,"2,800","2,940,000"
2017,7,Finger Lakes,Orleans,400,"380,000"
2017,7,Central New York,Oswego,"1,100","1,220,000"
2017,7,Mohawk Valley,Otsego,400,"420,000"
2017,7,Out-of-State Resident,Out-of-State,"13,900","18,360,000"
2017,7,Hudson Valley,Putnam,700,"780,000"
2017,7,New York City,Queens,"17,500","19,910,000"
2017,7,Capital,Rensselaer,"1,200","1,200,000"
2017,7,New York City,Richmond,"4,200","4,680,000"
2017,7,Hudson Valley,Rockland,"1,800","2,060,000"
2017,7,Capital,Saratoga,"1,200","1,370,000"
2017,7,Capital,Schenectady,"1,200","1,230,000"
2017,7,Mohawk Valley,Schoharie,300,"240,000"
2017,7,Southern Tier,Schuyler,100,"100,000"
2017,7,Finger Lakes,Seneca,200,"180,000"
2017,7,Southern Tier,Steuben,700,"650,000"
2017,7,North Country,St. Lawrence,"1,000","940,000"
2017,7,Long Island,Suffolk,"13,400","15,570,000"
2017,7,Hudson Valley,Sullivan,500,"480,000"
2017,7,Southern Tier,Tioga,300,"300,000"
2017,7,Southern Tier,Tompkins,400,"410,000"
2017,7,Hudson Valley,Ulster,"1,400","1,350,000"
2017,7,Unknown Geography,Unknown,100,"190,000"
2017,7,Capital,Warren,400,"410,000"
2017,7,Capital,Washington,400,"350,000"
2017,7,Finger Lakes,Wayne,700,"690,000"
2017,7,Hudson Valley,Westchester,"7,000","7,890,000"
2017,7,Finger Lakes,Wyoming,300,"280,000"
2017,7,Finger Lakes,Yates,100,"90,000"
2017,6,Capital,Albany,"1,800","1,850,000"
2017,6,Western New York,Allegany,300,"330,000"
2017,6,New York City,Bronx,"13,200","13,040,000"
2017,6,Southern Tier,Broome,"1,400","1,190,000"
2017,6,Western New York,Cattaraugus,700,"550,000"
2017,6,Central New York,Cayuga,500,"460,000"
2017,6,Western New York,Chautauqua,900,"740,000"
2017,6,Southern Tier,Chemung,600,"490,000"
2017,6,Southern Tier,Chenango,400,"320,000"
2017,6,North Country,Clinton,600,"530,000"
2017,6,Capital,Columbia,300,"250,000"
2017,6,Central New York,Cortland,300,"310,000"
2017,6,Southern Tier,Delaware,300,"260,000"
2017,6,Hudson Valley,Dutchess,"1,500","1,690,000"
2017,6,Western New York,Erie,"7,300","6,840,000"
2017,6,North Country,Essex,200,"170,000"
2017,6,North Country,Franklin,300,"310,000"
2017,6,Mohawk Valley,Fulton,400,"350,000"
2017,6,Finger Lakes,Genesee,400,"390,000"
2017,6,Capital,Greene,300,"300,000"
2017,6,North Country,Hamilton,0,"20,000"
2017,6,Mohawk Valley,Herkimer,400,"430,000"
2017,6,North Country,Jefferson,700,"720,000"
2017,6,New York City,Kings,"19,700","21,130,000"
2017,6,North Country,Lewis,200,"180,000"
2017,6,Finger Lakes,Livingston,500,"430,000"
2017,6,Central New York,Madison,400,"410,000"
2017,6,Finger Lakes,Monroe,"5,200","5,160,000"
